"Headline","Publisher","Date"
"Bennett: PM's staff knew about assault claims for months","Otago Daily Times","2019-09-12"
"Watch: Kiwi firefighters' spine-tingling tribute to those lost in 9/11 terror attacks","New Zealand Herald","2019-09-12"
"The ongoing racial inequities uncovered in decades of health research","Stuff.co.nz","2019-09-12"
"Police hunt man who fled Avondale police station","Newshub","2019-09-12"
"Man flees police after pretending to vomit","Otago Daily Times","2019-09-12"
"Man wanted after fleeing from Avondale Police Station in Auckland","Stuff.co.nz","2019-09-12"
"Search underway for man who escaped police custody in Auckland while pretending to vomit","TVNZ","2019-09-12"
"Auckland police search for wanted man Michael Robertson after he escaped custody","New Zealand Herald","2019-09-12"
"Childhood horrors laid bare as survivors talk of sexual abuse","Stuff.co.nz","2019-09-12"
"More FM, The Breeze NZ's most listened-to music stations - commercial radio survey results","Newshub","2019-09-12"
"Mike Hosking still leads the pack in his 10th year on breakfast radio","Stuff.co.nz","2019-09-12"
"Mike Hosking Breakfast remain number one nationally","Newstalk ZB","2019-09-12"
"Newstalk ZB dominance continues in latest radio ratings","New Zealand Herald","2019-09-12"
"Inquiry launched into Napier City Council's social media scrutiny","New Zealand Herald","2019-09-12"
"Maori Language Week: Teachers say demand to learn Te Reo outstripping supply","Newshub","2019-09-12"
"Grammy award winning musician Jerome Kavanagh to perform at Te Manawa","Stuff.co.nz","2019-09-12"
"Te Wiki o te Reo Maori: Te Arawa Nga Manu Korero finalist Paretoroa Webster-Tarei shares drive behind speech topic","New Zealand Herald","2019-09-12"
"Ideasroom A reflection for Te Wiki o te reo Maori To truly survive, the Maori language","Newsroom","2019-09-12"
"Maori Language Week: I couldn't help my kids with their homework","Stuff.co.nz","2019-09-12"
"Ex-Marist Brother avoids jail for historical abuse of young girl who says he destroyed her life","TVNZ","2019-09-12"
"Marist Brother Michael Beaumont who sexually abused girl during prayer sentenced to home detention","Stuff.co.nz","2019-09-12"
"Former Marist brother sentenced for child sex crimes","Otago Daily Times","2019-09-12"
"Former Marist brother sentenced for child sex crimes in the 1970s","New Zealand Herald","2019-09-12"
"Sexual abuse by Catholic Brother during prayer haunted victim for 40 years","Stuff.co.nz","2019-09-12"
"End of Life Choice Bill euthanasia law inches closer to final vote","New Zealand Herald","2019-09-12"
"'I let her down': Patrick Gower questions if weed would've eased mum's cancer pain","Stuff.co.nz","2019-09-12"
"Armed police swarm town near Whakatane, search of wanted person","Stuff.co.nz","2019-09-12"
"Seven hours and still no arrest, armed police searching for a person in Te Teko","New Zealand Herald","2019-09-12"
"Body found in Porirua","New Zealand Herald","2019-09-12"
"Body found on Porirua beach, police in attendance","Stuff.co.nz","2019-09-12"
"Body found on Porirua beach","Newshub","2019-09-12"
"One person killed in serious Northland crash, State Highway 1 closed","New Zealand Herald","2019-09-12"
"Huge support for $1.6m Vining charity hospital","Stuff.co.nz","2019-09-12"
"Blair and Melissa Vining's project to create charity hospital in Southland to begin","Newshub","2019-09-12"
"Ambitious plan for a charity hospital in Southland","Stuff.co.nz","2019-09-12"
"Residents exposed to noxious gases at retirement complex in Lower Hutt","Stuff.co.nz","2019-09-12"
"Maori Language Week: West Auckland seniors embrace te reo","Stuff.co.nz","2019-09-12"
"Major flooding, slips after heavy rain in Coromandel","Newshub","2019-09-12"
"Government accused of hypocrisy after ordering its own batch of tiny homes on wheels","TVNZ","2019-09-12"
"Government accused of hypocrisy after ordering its own tiny homes on wheels","Stuff.co.nz","2019-09-12"
"One dead in fiery overnight crash with shipping container in south Auckland","Stuff.co.nz","2019-09-12"
"KEA Kids News: Inside one of Auckland's new measles wards","Stuff.co.nz","2019-09-12"
"Air New Zealand applies to trademark Kia Ora logo for in-flight magazine","New Zealand Herald","2019-09-12"
"Air NZ attempts to trademark 'Kia Ora' logo","Newshub","2019-09-12"
"Air NZ wants to trademark 'Kia Ora'","Stuff.co.nz","2019-09-12"
"Air NZ applies to trademark Kia Ora logo","Otago Daily Times","2019-09-12"
"Maori Council threatens to take Air NZ to court over 'hairbrained' request to trademark Kia Ora","TVNZ","2019-09-12"
"Anti-depressant medicine brand switch: 'They've been used as guinea pigs'","TVNZ","2019-09-12"
"National action plan to tackle environmental risk from disused dumps","Stuff.co.nz","2019-09-12"
"Plan launched to identify landfill risks after washouts","Otago Daily Times","2019-09-12"
"Spurred by West Coast 'wake-up call', Govt launches investigation into risks of older landfills","TVNZ","2019-09-12"
"Auckland company ordered to pay $180k over house demolition which went horribly wrong","TVNZ","2019-09-12"
"Hotel magnate Lani Hagaman to front fight against Queenstown visitor levy plan","Stuff.co.nz","2019-09-12"
"Man admits axe attack on car after four dozen beers","New Zealand Herald","2019-09-12"
"Axe attack on car after four dozen beers","Otago Daily Times","2019-09-12"
"Chilling map shows which synthetic drugs are killing Kiwis around New Zealand","Newshub","2019-09-12"
"'Zombie' drug makers, pushers warned: We're coming for you","Stuff.co.nz","2019-09-12"
"Four deadly synthetic cannabinoids identified","RNZ","2019-09-12"
"Synthetic drugs: epidemic examined by Crown forensic experts, new trends emerge","New Zealand Herald","2019-09-12"
"New research into synthetic cannabis deaths shows sharp geographic differences in fatal compounds","TVNZ","2019-09-12"
"Lawyer caught with meth pipe at Auckland court says it wasn't his","Newshub","2019-09-12"
"Road kill at landfill tips the scales at 25 tonnes","Stuff.co.nz","2019-09-12"
"Billionaire Sean Parker makes 'significant investment' in Sir Peter Jackson's Weta Digital","TVNZ","2019-09-12"
"Stepson estranged for 10 years inherits woman's estate after finding note","Stuff.co.nz","2019-09-12"
"Police end search of Oriental Bay in Wellington after concern raised for swimmer","Stuff.co.nz","2019-09-12"
"Police searching for swimmer spotted clinging to Oriental Bay buoy","Newshub","2019-09-12"
"No more information to suggest swimmer in trouble in Wellington's Oriental Bay - police","TVNZ","2019-09-12"
"Crown's case for man facing 57 burglary charges 'built on assumptions', lawyer says","Stuff.co.nz","2019-09-12"
"Two die in separate North Island crashes within minutes of each other","TVNZ","2019-09-12"
"One person killed in crash in South Waikato forest","Stuff.co.nz","2019-09-12"
"Asset sales, rates and the Crusaders' name fire-up Christchurch mayoral candidates","Stuff.co.nz","2019-09-12"
"Christchurch mayor accuses rival of making 'wild promises' about spending","Stuff.co.nz","2019-09-12"
"Christchurch mayoral candidate Darryll Park wants to halt cycleways","Stuff.co.nz","2019-09-12"
"Givealittle page set up for Rotorua fatal bus crash victim families and survivors","New Zealand Herald","2019-09-12"
"'Words can't describe the pain' for families of Chinese tourist bus crash victims","Stuff.co.nz","2019-09-12"
"Winston Peters on the mend after surgery, posts picture of himself walking dog Beau","TVNZ","2019-09-12"
"Winston's back: Deputy Prime Minister enjoys 'fresh air' walking dog Beau","Newshub","2019-09-12"
"Police search for fleeing driver after pedestrian hit in Christchurch","Stuff.co.nz","2019-09-12"
"Firefighters extinguish industrial blaze in Mount Maunganui","New Zealand Herald","2019-09-12"
"Taranaki woman kept her chronic kidney disease quiet for 10 years - now she's speaking out","Stuff.co.nz","2019-09-12"
"Taranaki man looks back on the 'humbling' experience of donating a kidney","Stuff.co.nz","2019-09-12"
"Coromandel flooding: properties damaged, cows swept to sea, sheep drowned","Stuff.co.nz","2019-09-12"
"Truck blocking mobility spaces in private car park exposes loophole","Stuff.co.nz","2019-09-12"
"Christchurch mayoral contenders Darryll Park, Lianne Dalziel, moving to CBD","Stuff.co.nz","2019-09-12"
"Councillor Mike Davidson talks Templeton to Christchurch cycle-way","Newstalk ZB","2019-09-12"
"Grand Designs NZ: Couple courts disaster with a burnt house","Stuff.co.nz","2019-09-12"
"Auckland's departing sustainability chief sees 'show-ponying' over climate change","Stuff.co.nz","2019-09-12"
"'Managed retreat' still an option for Gisborne beach houses hit by large waves","Stuff.co.nz","2019-09-12"
"Missing Christchurch woman found 'safe and well'","Stuff.co.nz","2019-09-12"
"Frank the crayfish costs Wellington ratepayers $16k - and counting","Stuff.co.nz","2019-09-12"
"Political Roundup: Labour's #MeToo political damage is with their own supporters","New Zealand Herald","2019-09-14"
"Jacinda Ardern on Christchurch attacks: 'Racism almost became normalised'","Stuff.co.nz","2019-09-14"
"Christchurch mosque shootings: PM speaks as more mental health support pledged for victims and families","New Zealand Herald","2019-09-14"
"Tears, cheers and chills at Prime Minister Jacinda Ardern's Christchurch school visit","Stuff.co.nz","2019-09-14"
"Government allocates $8.7 million to help those impacted by Christchurch terrorist attack","TVNZ","2019-09-14"
"Duncan Garner: Jacinda Ardern could be forced to resign","Newshub","2019-09-14"
"Emergency services attend death near Auckland mall","Newshub","2019-09-14"
"How to make the Labour abuse scandal worse","Stuff.co.nz","2019-09-14"
"Walking and talking the line between cultures","Stuff.co.nz","2019-09-14"
"Teaching our history: Call for public debate","New Zealand Herald","2019-09-14"
"NZ history to be compulsory in schools by 2022","RNZ","2019-09-14"
"New Zealand history to be taught in schools by 2022, says PM Jacinda Ardern","Stuff.co.nz","2019-09-14"
"NZ history is about to be compulsory in all schools. Here's 10 more questions to test yourself","New Zealand Herald","2019-09-14"
"New Zealand history will be taught in every school by 2022, Government announces","TVNZ","2019-09-14"
"Man critically injured in Auckland brawl | 1 NEWS NOW","TVNZ","2019-09-14"
"Pregnant woman caught drink driving twice in two hours","New Zealand Herald","2019-09-14"
"Woman caught drink-driving twice within two hours","RNZ","2019-09-14"
"Customers bummed out after innovative toilet paper business collapse","Stuff.co.nz","2019-09-14"
"World Car-free Day: Northlanders can't catch buses because none are running","Stuff.co.nz","2019-09-14"
"Whanganui teenage girl found safe and well","Stuff.co.nz","2019-09-14"
"James Rolleston stars in NZME clip on pronunciation for Te Wiki o te Reo Maori","New Zealand Herald","2019-09-14"
"Singing off the same song sheet for Maori Language Week","Newsroom","2019-09-14"
"Does speaking two languages make you smarter? It's easier to learn more when you already know two","Stuff.co.nz","2019-09-14"
"Spark reveals big numbers around its Kupu app","New Zealand Herald","2019-09-14"
"Maori, Pakeha, Indian customers give Hamilton's bilingual cafe a go","Stuff.co.nz","2019-09-14"
"Concerns raised over paedophile Michael Beaumont in 1970s, but he was allowed to keep teaching","Stuff.co.nz","2019-09-14"
"Person dies on Air New Zealand flight from Buenos Aires to Auckland","TVNZ","2019-09-14"
"Passenger dies on 13-hour Air New Zealand flight minutes before landing","New Zealand Herald","2019-09-14"
"Passenger dies on Air NZ flight from Buenos Aires","Stuff.co.nz","2019-09-14"
"Passenger dies on Air New Zealand flight","RNZ","2019-09-14"
"Death on Air New Zealand flight into Auckland","Newshub","2019-09-14"
"Judge changes date of Christchurch terror trial to avoid Ramadan clash","New Zealand Herald","2019-09-14"
"Whanganui girl missing for three days found safe","TVNZ","2019-09-14"
"Auckland rental: Women wanted to share dorm-style bunk bed flat with eight men","Stuff.co.nz","2019-09-14"
"Tears and song in Parliament over pardon for Tuhoe leader Rua Kenana","New Zealand Herald","2019-09-14"
"Crown introduces law that aims to restore Tuhoe prophet Rua Kenana's mana","1 NEWS","2019-09-14"
"Legislation to pardon Tuhoe prophet Rua Kenana in Parliament for first reading","Stuff.co.nz","2019-09-14"
"'Milestone' for Tuhoe after historic wrongdoing of Rua Kenana","New Zealand Herald","2019-09-14"
"Minister Nanaia Mahuta tears up in speech over historic 'wrongful arrest' of Rua Kenana","Newshub","2019-09-14"
"Another suppression breach of Grace Millane's accused falls through the cracks at Google","Stuff.co.nz","2019-09-14"
"Maori Language Week: What early childhood education providers can learn from Kohanga Reo","Newshub","2019-09-14"
"ChristchurchNZ to Apple: Please teach Siri te reo","Stuff.co.nz","2019-09-14"
"Te reo to share billing at season's first Mako home match in Nelson","Stuff.co.nz","2019-09-14"
"Poi E: Waiata Maori didn't stop there","Stuff.co.nz","2019-09-14"
"The value of workers with te reo and tikanga skills in NZ workplaces","Stuff.co.nz","2019-09-14"
"Girl's Rubbish Taniwha reveals silage wrap pollution","Stuff.co.nz","2019-09-14"
"Dad caught at twice the legal limit with daughter on the front seat","Stuff.co.nz","2019-09-14"
"Vintage plane expert's 'no crime' defence didn't fly with jury","Stuff.co.nz","2019-09-14"
"Auckland adman takes clown to redundancy meeting as support person","Newshub","2019-09-14"
"Christchurch terror attack tributes reminder of 'aroha' shown to the city","Stuff.co.nz","2019-09-14"
"Heroic bystanders rescue family of four after car rolls in Porirua","New Zealand Herald","2019-09-14"
"Bystanders rescue family after car rolls","Otago Daily Times","2019-09-14"
"'You'll end up in a dumpster': Gangster extorts $250k from shop worker","New Zealand Herald","2019-09-14"
"Crash near Te Kuiti injures four people","Stuff.co.nz","2019-09-14"
"Mayor told of health risk at Masonic Woburn apartments in February - emails","New Zealand Herald","2019-09-14"
"Permanent name suppression for entertainer declined","Otago Daily Times","2019-09-14"
"Homeless moved from cars to motels: 'It's just shifted the problem'","Stuff.co.nz","2019-09-14"
"Epic voyage: Celestial navigators due to arrive in Tauranga Harbour after sailing from Tahiti","New Zealand Herald","2019-09-14"
"Waka under traditional navigation arrives in Tauranga from Tahiti to commemorate first Maori-European contact","TVNZ","2019-09-14"
"Celestial navigators arrive in Tauranga Harbour after sailing from Tahiti","New Zealand Herald","2019-09-14"
"Woman defrauds Northland Maori immersion school of $250,000","Newshub","2019-09-14"
"Northland Maori school employee defrauded kura of $250000","Stuff.co.nz","2019-09-14"
"Ex-administrator at Northland Maori immersion school pleads guilty to $250k embezzlement","TVNZ","2019-09-14"
"Driver of unwarranted vehicle involved in fatal crash yet to apologise to victims","Stuff.co.nz","2019-09-14"
"Private cremation for Golden Bay man 'powerful and healing'","Stuff.co.nz","2019-09-14"
"Vaping a serious problem in some Auckland schools - principals","Stuff.co.nz","2019-09-14"
"Tractor broke pedestrian's neck","New Zealand Herald","2019-09-14"
"US seafood ban plan causes stir in NZ","Stuff.co.nz","2019-09-14"
"Cyclist critically injured in crash with truck in New Plymouth","New Zealand Herald","2019-09-14"
"Comedian Jim Gaffigan promotes Moriori, Maori myth in Amazon Prime special","New Zealand Herald","2019-09-14"
"US comedian Jim Gaffigan peddles Moriori myth","Newshub","2019-09-14"
"Helen Clark says new medicinal cannabis scheme too expensive","Newshub","2019-09-14"
"Ex-PM Helen Clark lashes out at current cannabis laws in NZ as a 'nonsense regime'","TVNZ","2019-09-14"
"Weta - when a macron means the difference between insects and excrement","Stuff.co.nz","2019-09-14"
"When a macron means the difference between insects and excrement","Stuff.co.nz","2019-09-14"
"Rare Maori cloak on sale draws torrent of abuse from angry New Zealanders","Daily Mail","2019-09-14"
"Police pressure behind confession, claims alleged would-be Rotorua assassin","Stuff.co.nz","2019-09-14"
"Pack a raincoat and umbrella: More rain this afternoon","New Zealand Herald","2019-09-14"
"South set for sun as rain on way for north","Otago Daily Times","2019-09-14"
"Power restored to thousands of homes in east Christchurch","Stuff.co.nz","2019-09-14"
"Teen witness accused of lying to protect herself during Auckland murder trial","TVNZ","2019-09-14"
"Teen accused of lying to protect herself during Dimetrius Pairama murder trial","RNZ","2019-09-14"
"Best way to take control of cannabis is to legalise and regulate it","Stuff.co.nz","2019-09-14"
"Rotorua man named as Kinleith Forest fatal crash victim","New Zealand Herald","2019-09-14"
"Off-duty cop's nose broken, eye socket fractured in Christchurch brawl","Stuff.co.nz","2019-09-14"
"Tui Ora boss to chair national Mental Health and Wellbeing Commission","Stuff.co.nz","2019-09-14"
"Waimea dam build on track, rock found at site","Stuff.co.nz","2019-09-14"
"Hikers rescued from overturned water taxi near Stewart Island","Stuff.co.nz","2019-09-14"
"7 rescued after vessel overturns off Stewart Is","Otago Daily Times","2019-09-14"
"Seven rescued after boating incident off Stewart Island","Newshub","2019-09-14"
"Seven people rescued from freezing waters off Stewart Island","New Zealand Herald","2019-09-14"
"7 rescued after boat overturns off Stewart Is","Otago Daily Times","2019-09-14"
"Stewart Island community comes to the aid after boat overturned","Stuff.co.nz","2019-09-14"
"Man allegedly threatened person with tomahawk near Christchurch Hospital","Stuff.co.nz","2019-09-14"
"Body found on Porirua beach","Stuff.co.nz","2019-09-14"
"Wedding ring returned after 2000km surprise trip","Stuff.co.nz","2019-09-14"
"Judge compares man who beat his wife to Once Were Warriors","Stuff.co.nz","2019-09-14"
"Scout Barbour-Evans takes second shot at Dunedin mayoralty","Stuff.co.nz","2019-09-14"
"Westland mayor won't support climate change agreement until costs are known","Stuff.co.nz","2019-09-14"
"Farmers feel New Zealand has turned its back on them","Stuff.co.nz","2019-09-14"
"Auckland University students fined $400000 in five years","Stuff.co.nz","2019-09-14"
"Police seek home invaders after Coromandel retiree beaten","Stuff.co.nz","2019-09-14"
"Christchurch man jailed after three police chases over five days","Stuff.co.nz","2019-09-14"
"Three people injured in car crash in South Waikato","New Zealand Herald","2019-09-14"
"Kids see more than 40 ads for unhealthy products a day","Stuff.co.nz","2019-09-14"
"BBQ heist prompts police warning","Otago Daily Times","2019-09-14"
"Home detention for the driver who took a shooter to confront others","Stuff.co.nz","2019-09-14"
"'Old Junky' demolition delayed as Heritage NZ takes a look","Stuff.co.nz","2019-09-14"
"Third pop-up library for Wellington, plus new home for Central Library collection","Stuff.co.nz","2019-09-14"
"Homicide investigation launched after man stabbed to death in Christchurch","TVNZ","2019-09-15"
"Paula Bennett to Jacinda Ardern: Come clean on Labour staffer's payout","New Zealand Herald","2019-09-15"
"Jacinda Ardern 'absolutely can't stay in the job' if she lied - Paula Bennett","Newshub","2019-09-15"
"Political Roundup: Labour's #MeToo political damage is with their own supporters","New Zealand Herald","2019-09-15"
"Jacinda Ardern must force Labour to face itself in the mirror","Stuff.co.nz","2019-09-15"
"Alison Mau: Labour sex assault group's masterful moves - and what they want next","Stuff.co.nz","2019-09-15"
"No point in gun owners waiting for a better offer - Police Association","Newshub","2019-09-15"
"New Zealand moves to tighten gun laws further","Al Jazeera English","2019-09-15"
"Christchurch shooting: Harsh penalties include fines or prison time for illegal gun owners","Newshub","2019-09-15"
"Government introduces second set of laws aimed at cracking down on guns","TVNZ","2019-09-15"
"Telling our stories took time but worth it","Stuff.co.nz","2019-09-15"
"Being Kiwi: Racism often confused Pakeha woman raised in Maori family","Stuff.co.nz","2019-09-15"
"Emergency services attend death near Auckland mall","Newshub","2019-09-15"
"LynnMall incident: Queued cars released after sudden death","Stuff.co.nz","2019-09-15"
"Unexplained death: Woman dies at New Lynn mall in Auckland","New Zealand Herald","2019-09-15"
"Matthew Hooton: Nothing behind Prime Minister Jacinda Ardern's words","New Zealand Herald","2019-09-15"
"How to make the Labour abuse scandal worse","Stuff.co.nz","2019-09-15"
"Complainant 'shocked' at new Labour representative after Nigel Haworth's resignation","Newshub","2019-09-15"
"Mike Hosking: Jacinda Ardern's explanations not good enough","New Zealand Herald","2019-09-15"
"A party member sent a submission on sexual assault to the Labour Party. This is what it said.","Stuff.co.nz","2019-09-15"
"The last Pakeha: how Auckland's superdiversity and ethnoburbs shape racism","Stuff.co.nz","2019-09-15"
"Auckland mayoral hopeful promises a monorail","Newshub","2019-09-15"
"Dangerous Royal Oak roundabout's potential $1 million upgrade","Stuff.co.nz","2019-09-15"
"Christchurch shootings, six months on: 'You'll never be able to go back to March 14'","Newshub","2019-09-15"
"Scepticism and enthusiasm for new gun laws as buy-back figures approach 20000","Stuff.co.nz","2019-09-15"
"Christchurch mosque shootings six months on: PM praises victims' families 'extraordinary' response","New Zealand Herald","2019-09-15"
"National firearms register announced","Otago Daily Times","2019-09-15"
"Severe weather warnings issued around New Zealand","Newshub","2019-09-15"
"Walking and talking the line between cultures","Stuff.co.nz","2019-09-15"
"Greeted at the airport by police, Invercargill family wrongly suspected of trafficking","Stuff.co.nz","2019-09-15"
"Lotto First Division win sees Aucklander $1 million richer","Stuff.co.nz","2019-09-15"
"Vaping is 'a real danger' and needs regulation","Stuff.co.nz","2019-09-15"
"Auckland rental: Women wanted to share dorm-style bunk bed flat with eight men","Stuff.co.nz","2019-09-15"
"Auckland student diagnosed with breast cancer just months before her graduation","Stuff.co.nz","2019-09-15"
"Class reunites after 60 years to celebrate teacher's 90th birthday","Stuff.co.nz","2019-09-15"
"Another suppression breach of Grace Millane's accused falls through the cracks at Google","Stuff.co.nz","2019-09-15"
"Whanganui girl missing for three days found safe","TVNZ","2019-09-15"
"Concerns raised over paedophile Michael Beaumont in 1970s, but he was allowed to keep teaching","Stuff.co.nz","2019-09-15"
"Pregnant woman caught drink driving twice in two hours","New Zealand Herald","2019-09-15"
"Woman caught drink-driving twice within two hours","RNZ","2019-09-15"
"Vintage plane expert's 'no crime' defence didn't fly with jury","Stuff.co.nz","2019-09-15"
"Man critical after Auckland street fight","Newshub","2019-09-15"
"Man in critical condition after fight and four injured in crash","RNZ","2019-09-15"
"Fight in Ellerslie, Auckland leaves man in critical condition","Stuff.co.nz","2019-09-15"
"Man in critical condition after fight in Ellerslie","New Zealand Herald","2019-09-15"
"Man critically injured in Auckland brawl | 1 NEWS NOW","TVNZ","2019-09-15"
"'Putting the pieces together': Man who lost father in Christchurch mosque attacks struggling to move forward","Newshub","2019-09-15"
"Hundreds join Jasmine Wilson's friends and family in Whanganui vigils","Stuff.co.nz","2019-09-15"
"Whanganui teenage girl found safe and well","Stuff.co.nz","2019-09-15"
"ChristchurchNZ to Apple: Please teach Siri te reo","Stuff.co.nz","2019-09-15"
"Plunket nurses agree to pay deal","New Zealand Herald","2019-09-15"
"Plunket nurses agree landmark pay deal","Otago Daily Times","2019-09-15"
"Christchurch terror attack tributes reminder of 'aroha' shown to the city","Stuff.co.nz","2019-09-15"
"Homeless moved from cars to motels: 'It's just shifted the problem'","Stuff.co.nz","2019-09-15"
"Girl's Rubbish Taniwha reveals silage wrap pollution","Stuff.co.nz","2019-09-15"
"Crash near Te Kuiti injures four people","Stuff.co.nz","2019-09-15"
"Shrinking swollen arms the aim of Waikato trial targeting breast cancer side effect","Stuff.co.nz","2019-09-15"
"Cyclist critically injured after crash north of New Plymouth","Stuff.co.nz","2019-09-15"
"Cyclist critically injured in crash with truck in New Plymouth","New Zealand Herald","2019-09-15"
"Covering Climate Now: The climate crisis is a mainstream concern","Stuff.co.nz","2019-09-15"
"Private cremation for Golden Bay man 'powerful and healing'","Stuff.co.nz","2019-09-15"
"Woodhouse launches bid to protect polytech","Otago Daily Times","2019-09-15"
"Your weather: Spring showers, but at least it's drier than yesterday","New Zealand Herald","2019-09-15"
"The artist and the mayoral candidate: How Anya met Aaron","Stuff.co.nz","2019-09-15"
"Secrets of illegal medicinal cannabis users","New Zealand Herald","2019-09-15"
"The New Zealand businesses betting big on medical marijuana","Newshub","2019-09-15"
"Weta - when a macron means the difference between insects and excrement","Stuff.co.nz","2019-09-15"
"Tractor broke pedestrian's neck","New Zealand Herald","2019-09-15"
"Dad caught at twice the legal limit with daughter on the front seat","Stuff.co.nz","2019-09-15"
"World Car-free Day: Northlanders can't catch buses because none are running","Stuff.co.nz","2019-09-15"
"KEA Kids News: Tamariki are the te reo teachers at this school","Stuff.co.nz","2019-09-15"
"Helen Clark says new medicinal cannabis scheme too expensive","Newshub","2019-09-15"
"Ex-PM Helen Clark lashes out at current cannabis laws in NZ as a 'nonsense regime'","TVNZ","2019-09-15"
"Stewart Island community comes to the aid after boat overturned","Stuff.co.nz","2019-09-15"
"Waikato cherry tree festival yet to receive resource consent, days from opening","Stuff.co.nz","2019-09-15"
"Westland mayor won't support climate change agreement until costs are known","Stuff.co.nz","2019-09-15"
"Third pop-up library for Wellington, plus new home for Central Library collection","Stuff.co.nz","2019-09-15"
"Weather: Monster cloud system shrouds New Zealand","Newshub","2019-09-15"
"Saturday's national forecast - The Bay's News First","SunLive","2019-09-15"
"Heroic bystanders rescue family of four after car rolls in Porirua","New Zealand Herald","2019-09-15"
"Pack a raincoat and umbrella: More rain this afternoon","New Zealand Herald","2019-09-15"
"South set for sun as rain on way for north","Otago Daily Times","2019-09-15"
"The life and times of Siberia; the grand country homestead","Stuff.co.nz","2019-09-15"
"Taranaki v Bay of Plenty live - 2019 National Provincial Championship","Stuff.co.nz","2019-09-15"
"Local elections 2019: Child on bike injured by hoarding in Havelock North","New Zealand Herald","2019-09-15"
"Farmers call for extension to consultation period on freshwater rules","Stuff.co.nz","2019-09-15"
"Farmers call for an extension to freshwater consultation","Newshub","2019-09-15"
"Police training excercise in Manukau Harbour","Stuff.co.nz","2019-09-15"
"Dog park would have big, small-dog areas","Otago Daily Times","2019-09-15"
"Rubbish dump legal skirmishes may cease if council deal works","Stuff.co.nz","2019-09-15"
"Environmental failure over nitrates could 'ruin' Christchurch drinking water","Stuff.co.nz","2019-09-15"
"Eight helicopters battling large vegetation fire in hills above Dunedin","TVNZ","2019-09-16"
"Labour investigator: No one told me about sexual assault complaints","New Zealand Herald","2019-09-16"
"Investigation panel member says 'at no point' did complainant raise sexual assault allegation against Labour staffer","TVNZ","2019-09-16"
"Labour lawyer: I wasn't told of sexual assault claims","Stuff.co.nz","2019-09-16"
"Labour Party investigator: I wasn't told about sexual allegations","Newsroom","2019-09-16"
"Lawyer denies sexual assault claim made in Labour panel meeting","RNZ","2019-09-16"
"Jacinda Ardern won't release terms of reference for Labour review","Newshub","2019-09-16"
"Mike Hosking: Ardern's week ahead looks no better than the last","New Zealand Herald","2019-09-16"
"Labour to keep sexual assault claims review terms secret","Newstalk ZB","2019-09-16"
"Tova O'Brien: PM Jacinda Ardern needed to act sooner on sexual assault allegations","Newshub","2019-09-16"
"Serious questions about leadership","Otago Daily Times","2019-09-16"
"Strokes missed: Findings show hospital failed sick woman","Otago Daily Times","2019-09-16"
"Czech drug-smuggler Karel Sroubek teaching yoga after 'terrible mistake'","Stuff.co.nz","2019-09-16"
"Czech drug smuggler Karel Sroubek waits for Parole Board decision","New Zealand Herald","2019-09-16"
"Karel Sroubek appears before Parole Board, says he made a 'terrible mistake'","TVNZ","2019-09-16"
"Karel Sroubek tells parole board he made a 'terrible mistake' in bid for early prison release","Newshub","2019-09-16"
"Karel Sroubek tells Parole Board 'I made a terrible mistake'","RNZ","2019-09-16"
"Labour sexual assault allegations: Will more heads roll?","Newshub","2019-09-16"
"Mongrel Mob gang member 'yelling out in pain', witness says","Stuff.co.nz","2019-09-16"
"Auckland Council plans up to 160 job cuts","Stuff.co.nz","2019-09-16"
"Auckland Council redundancies: Up to 160 jobs to go in restructure","New Zealand Herald","2019-09-16"
"Body found in search for snorkeller missing north of Gisborne","New Zealand Herald","2019-09-16"
"Snorkeller went out in rough conditions, says Coastguard","Stuff.co.nz","2019-09-16"
"Body found on shore of Makorori, north of Gisborne","Newshub","2019-09-16"
"Body believed to be of missing snorkeller found on Gisborne's Makarori Coast shore","TVNZ","2019-09-16"
"Man's body found at Makorori, near Gisborne","RNZ","2019-09-16"
"Tiny home builder Jono Voss left feeling 'like an idiot' as multi-agency resource consent fight rages on","Stuff.co.nz","2019-09-16"
"Quiz: Afternoon trivia challenge September 16, 2019","Stuff.co.nz","2019-09-16"
"Firearms register announced as part of Government's second tranche of gun law reforms","New Zealand Herald","2019-09-16"
"Telling our stories took time but worth it","Stuff.co.nz","2019-09-16"
"Christchurch shooting: Harsh penalties include fines or prison time for illegal gun owners","Newshub","2019-09-16"
"Government allocates $8.7 million to help those impacted by Christchurch terrorist attack","TVNZ","2019-09-16"
"Jacinda Ardern on Christchurch attacks: 'Racism almost became normalised'","Stuff.co.nz","2019-09-16"
"Matthew Hooton: Nothing behind Prime Minister Jacinda Ardern's words","New Zealand Herald","2019-09-16"
"Labour's new president was also on panel that investigated allegations against staffer","TVNZ","2019-09-16"
"Jacinda Ardern: NZ prime minister damaged by party sex assault claims","Daily Telegraph","2019-09-16"
"Homicide investigation launched after man stabbed to death in Christchurch","TVNZ","2019-09-16"
"Bullying in the police: Victims say Speak Up complaints system lets them down","Stuff.co.nz","2019-09-16"
"No Otaki expressway 'a ticking time bomb'","Stuff.co.nz","2019-09-16"
"Doctors misdiagnose woman's strokes as ear infection, send her home 3 times","Stuff.co.nz","2019-09-16"
"Dangerous chemical spill in Hokitika","Otago Daily Times","2019-09-16"
