"Headline","Publisher","Date"
"Government releases plan for 'productive, sustainable and inclusive economy', including changes to business tax","TVNZ","2019-09-24"
"'Special lady' who died on skifield named","Otago Daily Times","2019-09-24"
"Mentally ill man died of malnutrition after discharge 'failures' by Waitemata DHB","Stuff.co.nz","2019-09-24"
"Hospital discharge factor in death of man with history of mental illness","New Zealand Herald","2019-09-24"
"Suspicious item found in abandoned SUV in Wellington believed to be small explosive device","Newshub","2019-09-24"
"Auckland landlord fined nearly $25k after failing to lodge tenancy bonds on 32 occasions","TVNZ","2019-09-24"
"Failure to lodge tenants' bonds costs landlord $24750","Stuff.co.nz","2019-09-24"
"Rogue landlord Rinal Kumar fined $25000 for failing to lodge tenants' bond payments","New Zealand Herald","2019-09-24"
"Police dealing with incident in Grafton","New Zealand Herald","2019-09-24"
"Weddings ruined and passengers stranded by Thomas Cook collapse","Stuff.co.nz","2019-09-24"
"Thomas Cook collapse wrecks 150,000 tourists' travel plans","RNZ","2019-09-24"
"Thomas Cook travel chaos: firm's collapse leaves 150000 stranded abroad – live updates","The Guardian","2019-09-24"
"The Guardian view on Thomas Cook: wiped out by debt","The Guardian","2019-09-24"
"Why Thomas Cook has gone into liquidation not administration","Financial Times","2019-09-24"
"Pike River Mine tragedy families invited to go underground","New Zealand Herald","2019-09-24"
"Family members of Pike River disaster victims have chance to enter mine","TVNZ","2019-09-24"
"Emmys 2019: Game of Thrones star drops F-bomb during record win","New Zealand Herald","2019-09-24"
"Emmy Awards 2019: Best & worst dressed celebrities","Stuff.co.nz","2019-09-24"
"The 2019 Emmy Awards: Doing Things Right While Doing Them Very Wrong","UPROXX","2019-09-24"
"Is 'Fleabag' Coming Back for Season 3","Cosmopolitan.com","2019-09-24"
"Fleabag lays bare the demons of feminism | Comment","The Times","2019-09-24"
"Lethal 'Blob' heatwave returns to Pacific","Stuff.co.nz","2019-09-24"
"Video of girl being 'seriously beaten' circulates on social media","Otago Daily Times","2019-09-24"
"Why Israel Folau's shock sporting return could be blocked","New Zealand Herald","2019-09-24"
"Duke and Duchess of Sussex arrive in South Africa for 10 day royal tour","New Zealand Herald","2019-09-24"
"Harry and Meghan start first official tour as family in Africa","Stuff.co.nz","2019-09-24"
"Meghan Markle tells South Africa: 'I am here as as a woman of colour and as your sister'","The Telegraph","2019-09-24"
"Archie wears white bobble hat that is a copy of one worn by baby Prince Harry in 1985","Express","2019-09-24"
"Meghan Markle and Prince Harry dance in Cape Town | 5 News","5 News","2019-09-24"
"'I never gave up': US woman quits job, searches for dog for 57 days","Stuff.co.nz","2019-09-24"
"Woman who quit job to search for her missing pet collie finds her after 57 days","Metro.co.uk","2019-09-24"
"Carole King spent 57 days searching for her dog in Montana","INSIDER","2019-09-24"
"7-year-old dog found after 57 heartbreaking days","ABC News","2019-09-24"
"Woman quits her job to search for lost dog and finds her after 57 days","Metro.co.uk","2019-09-24"
"DHB 'looking to make changes' after man left brain damaged, patient's wife told","TVNZ","2019-09-24"
"NZ high school teacher who drank with student penalised for 'serious lapse of judgement'","New Zealand Herald","2019-09-24"
"Teacher who met student at bar for drinks censured","Stuff.co.nz","2019-09-24"
"Councillor stands by anti-Muslim sentiments","Otago Daily Times","2019-09-24"
"Manawatu District councillor stands by anti-Muslim sentiments","Stuff.co.nz","2019-09-24"
"Manawatu district councillor Steve Bielski stands by anti-Muslim sentiments","New Zealand Herald","2019-09-24"
"Man dressed as yellow Teletubby Laa-Laa surprises Auckland criminal court","Stuff.co.nz","2019-09-24"
"Couple jailed after starving vulnerable man","Otago Daily Times","2019-09-24"
"Tokoroa couple jailed after starving man with cerebral palsy before death","New Zealand Herald","2019-09-24"
"Prison sentences for couple who starved vulnerable man under their care","Stuff.co.nz","2019-09-24"
"State Highway 1 closed after serious crash near Warkworth","Newshub","2019-09-24"
"Serious crash blocks highway in Warkworth","RNZ","2019-09-24"
"Truck and car crash in Warkworth, north of Auckland, injures three","Stuff.co.nz","2019-09-24"
"State Highway 1 now open after serious crash north of Auckland","TVNZ","2019-09-24"
"SH1 reopens after serious car and truck crash near Warkworth","New Zealand Herald","2019-09-24"
"Any Given Monday: The contrasting tales of All Blacks Ardie Savea and Rieko Ioane at the 2019 Rugby World Cup","New Zealand Herald","2019-09-24"
"Ireland likely dodge meeting All Blacks in RWC quarter-final after win over Scotland","TVNZ","2019-09-24"
"Rugby World Cup: 'Middleweights' Ireland impress Joe Schmidt but All Blacks and Springboks still 'heavyweights'","Stuff.co.nz","2019-09-24"
"2019 Rugby World Cup: What Ireland win means for Cup quarter-finals","New Zealand Herald","2019-09-24"
"Ireland beat Scots at Rugby World Cup","RNZ","2019-09-24"
"Rugby World Cup: Ireland set to avoid All Blacks in last eight after beating Scotland","Stuff.co.nz","2019-09-24"
"Sevu Reece explains picking All Blacks over Fiji: 'Always a dream of mine'","TVNZ","2019-09-24"
"Mid-Canterbury farm worker not shot, police say","Stuff.co.nz","2019-09-24"
"Police confirm dead Rakaia man's name","Newshub","2019-09-24"
"'Ever felt a chainsaw blade on your skin?': Killer's horrific taunt to victims","New Zealand Herald","2019-09-24"
"'Have you ever felt the blade of a chainsaw?' Sadistic killer's chilling taunt to rape victim","Daily Mail","2019-09-24"
"‘Psychopathic’ killer who tortured victims with chainsaw up for parole","NEWS.com.au","2019-09-24"
"Gang rape victim demands justice","The Mercury","2019-09-24"
"'Have you ever felt the blade of a chainsaw?' Victim fights to keep killer behind bars","ABC News","2019-09-24"
"National lays out 13 changes the Government needs to adopt before it supports more gun laws","New Zealand Herald","2019-09-24"
"National pushes back on 'unduly focused' second tranche of proposed gun law changes","Newshub","2019-09-24"
"Emergency services race to Auckland Burger King after worker gets hand stuck in game machine","TVNZ","2019-09-24"
"Person freed from machine after getting hand stuck in West Auckland fast-food restaurant","New Zealand Herald","2019-09-24"
"Convicted murderer Phillip John Smith wants media interview","Stuff.co.nz","2019-09-24"
"2019 Rugby World Cup: Wales too good for Georgia in opener","New Zealand Herald","2019-09-24"
"Rugby World Cup: Warren Gatland's Wales start tournament by thumping Georgia","Stuff.co.nz","2019-09-24"
"Rugby World Cup 2019: Live updates - Wales v Georgia","Newshub","2019-09-24"
"Wales set tempo for RWC demolition of Georgia with slick try in opening minutes","TVNZ","2019-09-24"
"Wales too good for Georgia","RNZ","2019-09-24"
"After six miscarriages, miracle baby Zariah dies after nanny leaves her in hot car","New Zealand Herald","2019-09-24"
"Couple's miracle child after six miscarriages perishes after being left in hot car","7NEWS","2019-09-24"
"Girl, 2, dies after being left in hot car ‘by babysitter who forgot to drop her to nursery’","The Sun","2019-09-24"
"Miracle baby after six miscarriages dies as babysitter leaves her in hot car","Daily Star","2019-09-24"
"Parents' miracle baby after six miscarriages dies when nanny leaves her in hot car","Mirror Online","2019-09-24"
"The Detail: Changing names without changing places","Stuff.co.nz","2019-09-24"
"Museum notebook: Hot off the press in Whanganui","New Zealand Herald","2019-09-24"
"Chinese Language Week: Mandarin teacher sees interest soar","Stuff.co.nz","2019-09-24"
"New Zealand rivers degrading in quality, says study","Stuff.co.nz","2019-09-24"
"Cries for help as man stabbed in chest near Rotorua motel","Stuff.co.nz","2019-09-24"
"Netball: Silver Ferns coach Noeline Taurua calls upon new faces to face Australia in Constellation Cup","New Zealand Herald","2019-09-24"
"Auckland man's 'sexsomnia' rape conviction appeal fails","Stuff.co.nz","2019-09-24"
"Sexsomnia case: NZ man's appeal against rape and indecent assault convictions fails","New Zealand Herald","2019-09-24"
"Jealous rage prompted fatal beating of pregnant Lynace Parakuka, High Court hears","Stuff.co.nz","2019-09-24"
"Jason Poihipi murdered pregnant partner in schoolyard after she had sex with another man, jury told","New Zealand Herald","2019-09-24"
"England rugby star Steffon Armitage guilty of sexual assault in France","Stuff.co.nz","2019-09-24"
"Iran warns the world of 'all out war' if US attacks","New Zealand Herald","2019-09-24"
"Britain blames Iran for Saudi oil attacks","Newshub","2019-09-24"
"Iran's president warns Western powers to leave Persian Gulf as tensions heightened","TVNZ","2019-09-24"
"Saudi Arabia won’t attack Iran. But it may pay someone else to","The Guardian","2019-09-24"
"US says it wants to avoid war with Iran after oil attacks","Al Jazeera English","2019-09-24"
"Defence Force called in after fleeing driver accident in Wellington","Stuff.co.nz","2019-09-24"
"Sea walls protecting New Zealand cities are losing their battle with the ocean, UN report warns","Stuff.co.nz","2019-09-25"
"Student's death 'inconceivable': University of Canterbury vice-chancellor shocked","New Zealand Herald","2019-09-25"
"Student's body went unnoticed in university hall for close to eight weeks","Stuff.co.nz","2019-09-25"
"Call for probe into shock Canterbury University death","Otago Daily Times","2019-09-25"
"Education Minister demands answers after student lay dead at Canterbury University residence for lengthy period","TVNZ","2019-09-25"
"Canterbury university says student's death at residential hall 'inconceivable'","Stuff.co.nz","2019-09-25"
"Jacinda Ardern's UN message in stark contrast to Donald Trump's 'patriots' speech","Stuff.co.nz","2019-09-25"
"Government announces beverage container return scheme","Stuff.co.nz","2019-09-25"
"'Return and earn': Kiwis may soon get money back when recycling drinking bottles","Newshub","2019-09-25"
"New bottle return scheme aims to lift recycling from 50 to 80 per cent","New Zealand Herald","2019-09-25"
"Returning empty bottles for a refund could be revived","TVNZ","2019-09-25"
"Plastic bottle return scheme to 'put value back into recycling'","Otago Daily Times","2019-09-25"
"Police hunt man after teenager abducted and sexually violated","RNZ","2019-09-25"
"Police break up massive South Auckland brawl involving 'about 100' school kids","New Zealand Herald","2019-09-25"
"Police stop huge brawl between 100 teenagers from two Auckland schools","Stuff.co.nz","2019-09-25"
"Police called in to break up South Auckland brawl","Newshub","2019-09-25"
"Police break up around 100 brawling teenagers from two South Auckland schools","TVNZ","2019-09-25"
"Winston Peters hails 'stellar' Ardern-Trump meeting as Simon Bridges says she 'copped out'","Newshub","2019-09-25"
"'Wonderful meeting!' Trump tweets about face-to-face with Ardern","New Zealand Herald","2019-09-25"
"Jacinda Ardern in New York: What she discussed with Donald Trump","New Zealand Herald","2019-09-25"
"Jacinda Ardern's big day in the Big Apple","Stuff.co.nz","2019-09-25"
"Barry Soper: Ardern's meteoric rise culminates with President Trump meeting","Newstalk ZB","2019-09-25"
"'Unfortunate' comment calling Greta Thunberg 'mentally ill' shows 'lack of understanding' - Autism NZ","Newshub","2019-09-25"
"Just because Greta Thunberg's 16, it doesn't make her wrong","Stuff.co.nz","2019-09-25"
"Liam Dann: Why old men are triggered by Greta Thunberg","New Zealand Herald","2019-09-25"
"Greta Thunberg showed the world what it means to lead","The Guardian","2019-09-25"
"The Guardian view on the climate youth movement: we have been warned","The Guardian","2019-09-25"
"Uruguay cause supreme Rugby World Cup upset with victory over Fiji","TVNZ","2019-09-25"
"Rugby World Cup: Uruguay upset Fiji in first shock result","Stuff.co.nz","2019-09-25"
"Uruguay shock Fiji at World Cup","Otago Daily Times","2019-09-25"
"Manu Samoa prevail over Russia in eventful clash that saw three players yellow carded for high tackles","TVNZ","2019-09-25"
"Rugby World Cup 2019: World Rugby rounds on refs after opening round controversies","Stuff.co.nz","2019-09-25"
"Crash blocks SH2 in Bay of Plenty","Stuff.co.nz","2019-09-25"
"Donald Trump impeachment: Why Nancy Pelosi stunt will backfire","New Zealand Herald","2019-09-25"
"Donald Trump tried to negotiate his way out when he heard of impeachment inquiry","Stuff.co.nz","2019-09-25"
"Cooper: President Trump is in very rare company","CNN","2019-09-25"
"Impeach Trump? The United States is now in uncharted waters","The Guardian","2019-09-25"
"Pelosi’s Change of Heart on Impeachment","The New York Times","2019-09-25"
"Christchurch Call grows louder, but Facebook won't apologise","Stuff.co.nz","2019-09-25"
"Head of Facebook commends Jacinda Ardern's 'strength and resolve' around Christchurch Call efforts","TVNZ","2019-09-25"
"Facebook regretful but not sorry over March 15 terrorist attack footage","New Zealand Herald","2019-09-25"
"Jacinda Ardern's 'Christchurch Call' has made strides, but is it worth much more than the paper it's written on?","Stuff.co.nz","2019-09-25"
"Christchurch Call: Tech leaders to release anti-terror algorithms, terror crisis plan formulated","Newshub","2019-09-25"
"Boris Johnson government hits back at 'constitutional coup' by UK court","Stuff.co.nz","2019-09-25"
"The battle begins... | Parliament LIVE","The Sun","2019-09-25"
"Johnson flies in to face UK parliament","Newshub","2019-09-25"
"The verdict is in: Boris Johnson is a liar. And he should pay the price","The Guardian","2019-09-25"
"MPs may think they can postpone Brexit without consequences, but we'll be the judge of that","Telegraph.co.uk","2019-09-25"
"Greta Thunberg trolls Donald Trump with Twitter profile","Newshub","2019-09-25"
"Up to 20000 people affected as Jetstar plans to axe New Zealand regional flights","TVNZ","2019-09-25"
"Jetstar reveals proposal to stop high-cost, loss-making regional flights from November","Stuff.co.nz","2019-09-25"
"Shane Jones' warning for Air New Zealand after Jetstar withdraws from regions","New Zealand Herald","2019-09-25"
"Jetstar pulls out of New Zealand regional market","Newshub","2019-09-25"
"The real reason Jetstar is planning to pull out of the regions","Stuff.co.nz","2019-09-25"
"Thirteen arrested over phone scam which saw New Zealanders lose millions of dollars","TVNZ","2019-09-25"
"Police arrest 13 for money laundering as 'sophisticated phone scam' allegedly costs Kiwis millions","New Zealand Herald","2019-09-25"
"Police make 13 arrests over multi-million-dollar phone scam","Newshub","2019-09-25"
"Operation Deadwood: Police arrest 13 people over multi-million dollar phone scam","newsie.co.nz","2019-09-25"
"Trio sought, 13 arrested over phone scam","Otago Daily Times","2019-09-25"
"Finance firms face fine of up to $5m for conduct breaches","New Zealand Herald","2019-09-25"
"Government to ban 'profits ahead of people' tactics by banks, insurers","TVNZ","2019-09-25"
"Crackdown on conduct","goodreturns.co.nz","2019-09-25"
"Government moves to clean up banking and insurance industry after damning reports","New Zealand Herald","2019-09-25"
"Laws will levy 'strong' fines on banks, insurers","Stuff.co.nz","2019-09-25"
"Single and sober - secrets to a long life for oldest New Zealander celebrating 108th birthday","TVNZ","2019-09-25"
"Winston Peters calls Simon Bridges a 'turkey' during exchange in Parliament","TVNZ","2019-09-25"
"Labour MP Kieran McAnulty booted from House for mocking Simon Bridges","Newshub","2019-09-25"
"Otago cheese company ordered to pay $22k for unjustifiable dismissal","Stuff.co.nz","2019-09-25"
"Teenager who died in workplace accident named","RNZ","2019-09-25"
"Quiz: Morning trivia challenge September 25","Stuff.co.nz","2019-09-25"
"Herald morning quiz: September 25","New Zealand Herald","2019-09-25"
"How the Clutha District is tackling its meth problem","RNZ","2019-09-25"
"Clutha District tackling meth problem","Otago Daily Times","2019-09-25"
"Body found at Christchurch student flat","New Zealand Herald","2019-09-25"
"Student's body found at University of Canterbury student hall","Stuff.co.nz","2019-09-25"
"Body found at student flat in Christchurch","Newstalk ZB","2019-09-25"
"Body found at University of Canterbury accommodation","Otago Daily Times","2019-09-25"
"Body found at University of Canterbury student accommodation","Stuff.co.nz","2019-09-25"
"Quad bike death near Timaru","Otago Daily Times","2019-09-25"
"Farm fatality in Waimate District","Stuff.co.nz","2019-09-25"
"WorkSafe investigating quad bike fatality","New Zealand Herald","2019-09-25"
"Person dies in quad bike accident near Canterbury","TVNZ","2019-09-25"
"One dead in South Canterbury quad bike accident","Newshub","2019-09-25"
"Killers forced Napier man to dig his own grave, court hears","TVNZ","2019-09-25"
"Napier man Alex Latimer told to dig his own grave before he was murdered","Stuff.co.nz","2019-09-25"
"Two men have pleaded guilty to the murder of Alex Latimer","New Zealand Herald","2019-09-25"
"Murderer David Lothian had a history of running from the law","Stuff.co.nz","2019-09-25"
"Man pleads guilty to murder of Alex Latimer","RNZ","2019-09-25"
"Cocaine-filled submarine seized in Pacific with drugs worth $1.3billion","Stuff.co.nz","2019-09-25"
"'No words to describe the feeling': US Coast Guard finds submarine with 5 tonnes of drugs","Newshub","2019-09-25"
"Submarine containing cocaine worth $165 million dollars is intercepted","Daily Mail","2019-09-25"
"The Coast Guard busted another 'narco sub' carrying 12,000 pounds of cocaine","Business Insider","2019-09-25"
"Coast Guard captures 'narco sub' carrying $165 million in cocaine","CNN","2019-09-25"
"All Blacks must rein in 'Jugular' Joe Moody or risk the Rugby World Cup","Stuff.co.nz","2019-09-25"
"All Blacks braced for physical week as they aim to replicate high successful training plan from 2015 RWC","TVNZ","2019-09-25"
"Hansen keeping an eye on the other contenders at World Cup","RNZ","2019-09-25"
"Rugby World Cup: Why the All Blacks' scramble defence is so good","Stuff.co.nz","2019-09-25"
"Hansen not taking notice of social media claims","Otago Daily Times","2019-09-25"
"Big seas, gales, snow to low levels as southwesterly flow batters New Zealand","Stuff.co.nz","2019-09-25"
"2019 Rugby World Cup: Samoa overcome Russia in dramatic clash","New Zealand Herald","2019-09-25"
"Rugby World Cup: Samoa overcome two yellow cards to battle past Russia","Stuff.co.nz","2019-09-25"
"Manu Samoa players cited over yellow card incidents in Russia Rugby World Cup win","TVNZ","2019-09-25"
"Samoa survives scare","Otago Daily Times","2019-09-25"
"World Cup referring: Tony Brown seeing red over Samoa's double yellows","Stuff.co.nz","2019-09-25"
"One person in custody after armed police respond to firearm incident in New Plymouth","Stuff.co.nz","2019-09-25"
"Armed police flood New Plymouth street after reported firearm incident","New Zealand Herald","2019-09-25"
"Rugby league: Tongan prime minister calls for board supporting for Israel Folau's return to be sacked","New Zealand Herald","2019-09-25"
"Israel Folau's return in jeopardy after Tongan PM calls for board's sacking","Stuff.co.nz","2019-09-25"
"Mate Ma'a Tonga players show support for Israel Folau's attempted code swap","TVNZ","2019-09-25"
"Rugby league: Kiwis and Wests Tigers star Benji Marshall calls out NRL for Israel Folau double standards","New Zealand Herald","2019-09-25"
"Wallabies players back Israel Folau's potential rugby league comeback","Stuff.co.nz","2019-09-25"
"One person in critical condition after truck rollover","New Zealand Herald","2019-09-25"
"Patient receives critical injuries after truck crash","Stuff.co.nz","2019-09-25"
"Reserve Bank makes no change to Official Cash Rate but says it still has scope to provide further stimulus in future if that's needed","Interest.co.nz","2019-09-25"
"Official Cash Rate kept at 1 percent","RNZ","2019-09-25"
"Reserve Bank holds Official Cash Rate at 1%","Stuff.co.nz","2019-09-25"
"A review of things you need to know before you go home on Wednesday; some SBS Bank rate changes, RBNZ holds, bigger trade deficit, ACC books big loss, new bank licensing, swaps lower, NZD higher, & more","Interest.co.nz","2019-09-25"
"Reserve Bank nudges Beehive with call for fiscal stimulus","New Zealand Herald","2019-09-25"
"Child sex offender's presence at abuse inquiry 'sickens' panel members","Stuff.co.nz","2019-09-25"
"Adorable video shows best look at young Archie with parents Meghan and Prince Harry","Newshub","2019-09-25"
"Duchess Meghan nails the art of outfit recycling with another dress repeat in South Africa","Stuff.co.nz","2019-09-25"
"Meghan and Harry bring young son Archie for special stop on royal tour","New Zealand Herald","2019-09-25"
"Meghan Markle dons headscarf first time publicly during visit to South Africa's oldest mosque","Newshub","2019-09-25"
"Prince Harry, Meghan and baby Archie meet Archbishop Desmond Tutu","Stuff.co.nz","2019-09-25"
"Canberra becomes first Aussie city to make cannabis legal","New Zealand Herald","2019-09-25"
"Australian Capital Territory votes to legalise cannabis for personal use","The Guardian","2019-09-25"
"Canberra is the first city in Australia to legalise cannabis for personal use","Daily Mail","2019-09-25"
"ACT legalises personal cannabis use, becoming first Australian jurisdiction to do so","ABC News","2019-09-25"
"Weed legalisation: Canberra legalises cannabis","NEWS.com.au","2019-09-25"
"Herald afternoon quiz: September 25","New Zealand Herald","2019-09-25"
"She said yes: Canadian man proposes months after planting carrot inside ring","Stuff.co.nz","2019-09-25"
"1-carrot ring! Man proposes months after planting veg","New Zealand Herald","2019-09-25"
"Man Proposes Girlfriend By Planting Carrot Inside A Diamond Ring","NDTV News","2019-09-25"
"Manawatu Gorge replacement highway gets go-ahead","New Zealand Herald","2019-09-25"
"Joe Williams died after boat flipped crossing Manukau Bar","New Zealand Herald","2019-09-25"
"Jacinda Ardern feted abroad, but Emissions Trading Scheme extension in trouble at home","Stuff.co.nz","2019-09-25"
"Winston Peters wants to turn immigration 'upside down' in wake of census results","Newshub","2019-09-25"
"Winston Peters says serious infection after 'serious operation' kept him away from Beehive","New Zealand Herald","2019-09-25"
"Peters claims Bridges dodging him in question time as 'nobody likes to get beaten up in the first round'","TVNZ","2019-09-25"
"Winston Peters confident PM can make progress with US President","Newstalk ZB","2019-09-25"
"Acting PM Winston Peters says children better off in school than marching in Friday's climate change protests","New Zealand Herald","2019-09-25"
"Ponzi scammer dies owing up to $45 million","Stuff.co.nz","2019-09-25"
"Lockdown lifted at Christchurch school","Otago Daily Times","2019-09-25"
"Police respond to incident in Woolston","Newstalk ZB","2019-09-25"
"Dog owner loses fight over her dogs' registration and names","Stuff.co.nz","2019-09-25"
"Rugby World Cup 2019: Scott Barrett defends 'dog roll' try celebration against Springboks","Newshub","2019-09-25"
"Christchurch City councillor Deon Swiggs taking 'short break'","Stuff.co.nz","2019-09-25"
"Christchurch councillor Deon Swiggs accused of sending 'inappropriate' messages to young people absent from meeting","Newshub","2019-09-25"
"Christchurch councillor accused of 'grossly inappropriate' messages absent from council meeting","Stuff.co.nz","2019-09-25"
"Christchurch councillor accused of inappropriate conduct no show at meeting","TVNZ","2019-09-25"
"Christchurch voters urged not to rush to ballot box as Swiggs scandal unfolds","Stuff.co.nz","2019-09-25"
"Police officer shoots himself in buttock when putting Glock pistol in holster on training course","New Zealand Herald","2019-09-25"
"Police officer shoots self during training","Stuff.co.nz","2019-09-25"
"Police officer accidentally shoots himself in the buttock","Newshub","2019-09-25"
"Officer shoots himself in buttocks","Otago Daily Times","2019-09-25"
"Police officer shoots themselves during training","Stuff.co.nz","2019-09-25"
"Fonterra's $633m sale of DFE Pharma gives total of $1b+ to reduce debt","Stuff.co.nz","2019-09-25"
"Fonterra sells 50% share of DFE Pharma for $633 million","New Zealand Herald","2019-09-25"
"Fonterra sells half share in DFE Pharma to reduce debt","RNZ","2019-09-25"
"Fonterra sells another asset, reaches $1 billion debt reduction target","Newshub","2019-09-25"
"Fonterra sells half share in DFE Pharma for $633 million to reduce debt","TVNZ","2019-09-25"
"Quiz: Morning trivia challenge September 24","Stuff.co.nz","2019-09-25"
"2019 Rugby World Cup: All Blacks icon Buck Shelford's message to Irish writer calling for haka to be banned","New Zealand Herald","2019-09-25"
"Opinion: The All Blacks' haka doesn't create 'unfair advantages' and calling it 'overdone' is insulting","TVNZ","2019-09-25"
"Rugby World Cup 2019: Moaners are right, the All Blacks' haka is not fair","Stuff.co.nz","2019-09-25"
"2019 Rugby World Cup: 'Unfair advantage' - Irish rugby writer calls for All Blacks haka to be stopped","New Zealand Herald","2019-09-25"
"Irish writer calls for end of 'overdone' haka that gives All Blacks 'unfair advantage'","TVNZ","2019-09-25"
"Eleanor Barker | Why Mike Hosking is wrong about Greta Thunberg's activism","New Zealand Herald","2019-09-25"
"Mike Hosking: Hyperbole and hot air - Greta Thunberg will grow into a Jacinda Ardern","New Zealand Herald","2019-09-25"
"ACC posts $8.7 billion deficit | 1 NEWS NOW","TVNZ","2019-09-25"
"More Rugby World Cup viewer complaints, but Spark Sports says everything is fine from its end","Stuff.co.nz","2019-09-25"
"Rugby World Cup 2019: Spark gaffe sees Tongan flag mistaken for Samoa on TV","New Zealand Herald","2019-09-25"
"Rugby World Cup 2019: Spark mistake sees Samoan flag confused with Tonga","Newshub","2019-09-25"
"Rugby World Cup: Spluttering Spark Sport has proved one thing about All Blacks","Stuff.co.nz","2019-09-25"
"How free-to-air broadcasting works overseas and why it won't work in New Zealand","Stuff.co.nz","2019-09-25"
"School decile funding system will be scrapped by 2021 or 2022","Stuff.co.nz","2019-09-25"
"School decile system: 'Stigmatisation' concerns lead to new Equity Index","Newshub","2019-09-25"
"Axing deciles will create winner and loser schools","New Zealand Herald","2019-09-25"
"Govt announces school decile system to be abolished in two years to 'reduce the stigma'","TVNZ","2019-09-25"
"School deciles to be replaced by 2022 - Education Minister","RNZ","2019-09-25"
"Police spend $45 million to date in gun buy-back scheme","Stuff.co.nz","2019-09-25"
"Rain, strong winds and snow ahead for parts of the country as turbulent weather hits","New Zealand Herald","2019-09-25"
"Family of murdered man Tony Waldron 'devastated' as Police continue to search farm land","New Zealand Herald","2019-09-25"
"Why skin sags in your 40s (and what to do about it)","Stuff.co.nz","2019-09-25"
"Vegan activists return to Countdown, sing 'give life a chance' in the aisles","Newshub","2019-09-25"
"'Give life a chance': Vegan activists block meat fridge in protest at Hamilton supermarket","Stuff.co.nz","2019-09-25"
"Militant vegans block off meat aisle in the supermarket in New Zealand and sing 'give life a chance'","Daily Mail","2019-09-25"
"Vegan activists who stormed Countdown supermarket in Auckland now in Hamilton","New Zealand Herald","2019-09-25"
"Vegan activists stage second protest blocking supermarket meat section","NEWS.com.au","2019-09-25"
"Russia v Samoa: Rugby World Cup live","Stuff.co.nz","2019-09-25"
"School bus transporting 41 people crashes in Mount Maunganui","New Zealand Herald","2019-09-25"
"Measles warning: Passenger flying from Gold Coast to Auckland latest confirmed case","New Zealand Herald","2019-09-25"
"Measles outbreak: Person with measles on flight from the Gold Coast to Auckland","Stuff.co.nz","2019-09-25"
"New warning issued after person with measles travels on flight to Auckland","TVNZ","2019-09-25"
"Vodafone admits breaching privacy with app update","RNZ","2019-09-25"
"Glitch sees Vodafone app log some users into a stranger's account","New Zealand Herald","2019-09-25"
"Vodafone customer account details 'briefly exposed' after software update","Stuff.co.nz","2019-09-25"
"Vodafone app glitch sees users signed into stranger's accounts","Newshub","2019-09-25"
"Couple who left keys in letterbox for gang have insurance claim turned down","Stuff.co.nz","2019-09-25"
"Bali tourism officials say no sex ban here","Stuff.co.nz","2019-09-25"
"Czech drug-smuggler Karel Sroubek speaks from prison: slams Parole Board for keeping him jailed","New Zealand Herald","2019-09-25"
"Drug smuggler Karel Sroubek denies Hells Angels links, claims parole system flawed","Stuff.co.nz","2019-09-25"
"Returning to his old spot, Sam Wallace hijacks Breakfast weather segment","TVNZ","2019-09-25"
"Celebrity Treasure Island winner Sam Wallace: My rivals underestimated me","New Zealand Herald","2019-09-25"
"Celebrity Treasure Island winner Sam Wallace has no regrets over his gameplay","Stuff.co.nz","2019-09-25"
"Former Breakfast presenter Sam Wallace returns as guest after Celebrity Treasure Island victory","TVNZ","2019-09-25"
"From ball skills to bikinis: Top 5 moments from Celebrity Treasure Island","New Zealand Herald","2019-09-25"
"Wales' Dan Biggar with contender for worst goalkick in Rugby World Cup history","Stuff.co.nz","2019-09-25"
"Rugby World Cup 2019: Wales loose lock Cory Hill to fractured leg","Newshub","2019-09-25"
"Wales wary of Michael Hooper and David Pocock combination ahead of Wallabies clash","TVNZ","2019-09-25"
"Australia v Wales: Teams, kick-off time, predictions, live stream as Australia play Wales at the Rugby World Cup","Stuff.co.nz","2019-09-25"
"Wales too good for Georgia","RNZ","2019-09-25"
"Student's death at Canterbury university hall 'not right on any level'","Stuff.co.nz","2019-09-26"
"'Inconceivable': Shock at student's death","Otago Daily Times","2019-09-26"
"Student's death 'inconceivable': University of Canterbury vice-chancellor shocked","New Zealand Herald","2019-09-26"
"Education Minister demands answers after student lay dead at Canterbury University residence for lengthy period","TVNZ","2019-09-26"
"Student's body went unnoticed in university hall for close to eight weeks","Stuff.co.nz","2019-09-26"
"Southern highways shut after wild weather","Stuff.co.nz","2019-09-26"
"Donald Trump's call to Ukraine president: 'Do us a favour'","New Zealand Herald","2019-09-26"
"Trump impeachment: Dissecting the phone call behind Democrats' inquiry","BBC News","2019-09-26"
"World stocks are tumbling on fears of a Trump impeachment inquiry and China trade snags","Business Insider","2019-09-26"
"Impeach Trump? The United States is now in uncharted waters","The Guardian","2019-09-26"
"The transcript of Trump's phone call with Ukrainian President Zelensky isn't a real transcript — and there's a worrying reason for that","The Independent","2019-09-26"
"Jacinda Ardern seated at Donald Trump's UN Summit lunch table","Newshub","2019-09-26"
"Jacinda Ardern's UN message in stark contrast to Donald Trump's 'patriots' speech","Stuff.co.nz","2019-09-26"
"Watch: In busy final day at UN, Jacinda Ardern appears on American breakfast TV","TVNZ","2019-09-26"
